dat_referencia,sig_estado,y_real,val_pld,y_pred,modelo,target
2025-12-02 14:00:00,BA,37.14872608483464,325.95,37.734163971013174,LightGBM,lcoh_s2_brl_kg
2025-12-02 14:30:00,RN,36.14908082153228,325.95,35.743048363314266,LightGBM,lcoh_s2_brl_kg
2025-12-02 14:30:00,BA,37.14872608483464,325.95,37.72737353548911,LightGBM,lcoh_s2_brl_kg
2025-12-02 14:30:00,PE,45.829317808859244,325.95,46.02664410184989,LightGBM,lcoh_s2_brl_kg
2025-12-02 15:00:00,PE,46.21431780885925,330.9,46.40507883640836,LightGBM,lcoh_s2_brl_kg
2025-12-02 15:00:00,RN,36.53408082153228,330.9,36.37280066077181,LightGBM,lcoh_s2_brl_kg
2025-12-02 15:30:00,RN,36.53408082153228,330.9,36.380564394945274,LightGBM,lcoh_s2_brl_kg
2025-12-02 16:00:00,RN,37.34374748819895,341.31,37.18539826167851,LightGBM,lcoh_s2_brl_kg
2025-12-02 16:30:00,RN,37.34374748819895,341.31,37.16045781119008,LightGBM,lcoh_s2_brl_kg
2025-12-02 17:00:00,RN,37.94496971042117,349.04,37.794247366946,LightGBM,lcoh_s2_brl_kg
2025-12-02 17:30:00,RN,37.94496971042117,349.04,37.789181865094534,LightGBM,lcoh_s2_brl_kg
2025-12-02 18:00:00,RN,38.66596971042117,358.31,38.82937093789106,LightGBM,lcoh_s2_brl_kg
2025-12-02 18:30:00,RN,38.66596971042117,358.31,38.8307599222363,LightGBM,lcoh_s2_brl_kg
2025-12-02 19:00:00,RN,60.44530304375451,638.33,66.01837004253518,LightGBM,lcoh_s2_brl_kg
2025-12-02 19:30:00,RN,60.44530304375451,638.33,66.13224578866355,LightGBM,lcoh_s2_brl_kg
2025-12-02 20:00:00,RN,47.405858599310065,470.68,48.62042704013578,LightGBM,lcoh_s2_brl_kg
2025-12-02 20:30:00,RN,47.405858599310065,470.68,48.52523609417768,LightGBM,lcoh_s2_brl_kg
2025-12-02 21:00:00,RN,53.92363637708783,554.48,55.418963619084224,LightGBM,lcoh_s2_brl_kg
2025-12-02 21:30:00,RN,53.92363637708783,554.48,55.38894829342781,LightGBM,lcoh_s2_brl_kg
2025-12-02 22:00:00,RN,45.60374748819895,447.51,45.24624939668498,LightGBM,lcoh_s2_brl_kg
2025-12-02 22:30:00,RN,45.60374748819895,447.51,45.233046939016184,LightGBM,lcoh_s2_brl_kg
2025-12-03 07:30:00,PE,45.108317808859255,316.68,45.38854393820509,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:00:00,PI,45.786858011973564,317.1,45.717356323878754,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:00:00,CE,37.814458831641694,317.1,38.267697597221925,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:00:00,BA,36.46039275150132,317.1,37.571627866926136,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:00:00,PB,50.39268485420622,317.1,50.79172382058232,LightGBM,lcoh_s2_brl_kg
2025-12-03 08:00:00,RN,35.46074748819895,317.1,35.68529052460951,LightGBM,lcoh_s2_brl_kg
