sim,capex_usd,eta,wacc,brl_usd,lcoh_s1_usd_kg,lcoh_s2_usd_kg
53,731.375955578909,0.6761851352136609,0.12474970503243879,5.4347893644188074,9.763592839257555,12.60581262907385
54,796.1166834060673,0.6717982927243223,0.14950712433899105,5.787297886960606,11.897422234673694,14.372546047521508
55,731.0152286180249,0.6686673423757351,0.08170185260780954,5.7855833402694055,7.778956009565664,10.588394100194604
56,945.3353669485687,0.6865629465219606,0.12177746012263486,5.096317008258375,2.18519547785148,4.757404971651179
57,866.8069361357813,0.675188886011727,0.10453980432289067,5.537353052277683,1.8299281773473224,4.559297653310224
58,797.36399181043,0.6604933341809855,0.1059660004598434,5.487015022384877,3.4238062264480256,6.0410247528399745
59,775.9578094245306,0.6676325470687582,0.15178288264405101,5.302928172846522,4.011505696020155,6.423522437746501
60,875.631698183287,0.7031425625882384,0.10846192688675194,5.260475598595493,4.425272535537868,7.2494730203935
61,976.3513723454216,0.6490452703436373,0.1407431692988925,5.437077068955219,6.21451459615659,8.649864047606693
62,872.1608143317387,0.6585398119715001,0.11827172986336773,5.612690547366222,2.24571251569988,4.967591913026065
63,875.6842688505636,0.7036729440976415,0.1238655612369877,6.00884288317049,2.173970671610518,4.626461105721209
64,816.2450896390567,0.6843427489852125,0.11715241029957413,5.5660886895135695,4.199621903452936,6.793691318770291
65,875.196155714062,0.6824161393087474,0.11147935322871161,5.912638974596086,2.0739396270048926,4.454214330405595
66,862.7479677180481,0.6922986777964268,0.12332176265016302,5.223885025821354,11.152657843878794,13.837347876977127
67,954.7595184077682,0.6691513441348533,0.13050423425381893,5.600039738944073,2.642878196260758,5.529059944806793
68,929.3818365137191,0.6486189077036534,0.07921535644479799,5.449177949666633,4.024339899668932,6.864294104491616
69,914.9552887032098,0.6734463585014757,0.08232233021532212,5.820588545388204,1.8619139095140984,4.511029387035154
70,848.8961306023798,0.6869460814454449,0.08670613607609984,5.528140258097839,3.068792716939318,5.702874390793824
71,878.1691050993734,0.6544261593041532,0.078749486521765,6.232592560753899,2.020130740955059,4.164112231692025
72,877.4948684572636,0.6609018032050897,0.09881572956222096,5.511196270818049,3.5207505559929344,6.393413545497493
73,855.7036029922289,0.6802943996330836,0.1094255202900059,5.145912661529423,4.4524592876746665,6.903391589022183
74,742.4433348075607,0.6721270076413006,0.07434395019918404,5.499415146256044,1.3106366341276714,3.9484481155924356
75,997.3189725246175,0.6720416749371972,0.12083330534250765,5.58343852772832,12.283796097058781,14.785487408943222
